metric_avg_distance_per_bee,metric_avg_pollen_level,metric_avg_trips_per_bee,metric_plant_visitation_rate,metric_plants_visited,metric_pollen_per_bee_per_step,metric_pollen_per_distance,metric_total_plant_visits,metric_total_pollen_collected,metric_total_trips,param_attraction_strength,param_bee_velocity_mean,param_bee_velocity_std,param_dt,param_max_steps,param_num_bees,param_num_hives,param_num_plants,param_simulation_bounds_max,param_simulation_bounds_min,run_name,timestamp
2419.8692030340944,0.36,0.1,0.7,7,0.0064,0.0026447710446397326,20,640.0,10,0.4,24,1.0,0.05,1000,100,2,10,500,-500,sweep_100bees_10plants_r0,2025-12-17T10:34:21.244779
2291.2120537460823,0.4,0.09,0.6,6,0.006,0.0026187013071051757,18,600.0,9,0.4,24,1.0,0.05,1000,100,2,10,500,-500,sweep_100bees_10plants_r1,2025-12-17T10:34:23.682920
2219.309272885402,0.1025,0.32,0.95,19,0.01795,0.008088102104247315,57,1795.0,32,0.4,24,1.0,0.05,1000,100,2,20,500,-500,sweep_100bees_20plants_r0,2025-12-17T10:34:53.871192
2166.9643295471415,0.13,0.33,0.95,19,0.0174,0.008029666092213112,58,1740.0,33,0.4,24,1.0,0.05,1000,100,2,20,500,-500,sweep_100bees_20plants_r1,2025-12-17T10:34:57.710900
2293.9943683345105,0.03,0.08,1.0,10,0.00485,0.002114216175483118,30,970.0,16,0.4,24,1.0,0.05,1000,200,2,10,500,-500,sweep_200bees_10plants_r0,2025-12-17T10:34:28.188094
2255.167334454147,0.03,0.07,1.0,10,0.00485,0.002150616464642044,32,970.0,14,0.4,24,1.0,0.05,1000,200,2,10,500,-500,sweep_200bees_10plants_r1,2025-12-17T10:34:32.780276
2453.412425527511,0.1325,0.125,1.0,20,0.008675,0.003535891442359015,57,1735.0,25,0.4,24,1.0,0.05,1000,200,2,20,500,-500,sweep_200bees_20plants_r0,2025-12-17T10:35:06.124719
2261.3629879901187,0.1075,0.165,0.95,19,0.008925,0.0039467347999413704,59,1785.0,33,0.4,24,1.0,0.05,1000,200,2,20,500,-500,sweep_200bees_20plants_r1,2025-12-17T10:35:14.118126
2352.264537239426,0.0,0.03,1.0,10,0.0025,0.0010628056327941556,32,1000.0,12,0.4,24,1.0,0.05,1000,400,2,10,500,-500,sweep_400bees_10plants_r0,2025-12-17T10:34:41.747090
2294.9297528702486,0.0,0.05,1.0,10,0.0025,0.0010893579626449444,31,1000.0,20,0.4,24,1.0,0.05,1000,400,2,10,500,-500,sweep_400bees_10plants_r1,2025-12-17T10:34:50.146861
2256.0007707977893,0.0,0.11,1.0,20,0.005,0.002216311299500066,65,2000.0,44,0.4,24,1.0,0.05,1000,400,2,20,500,-500,sweep_400bees_20plants_r0,2025-12-17T10:35:28.345624
2278.5385062323653,0.0,0.105,1.0,20,0.005,0.0021943890727866857,66,2000.0,42,0.4,24,1.0,0.05,1000,400,2,20,500,-500,sweep_400bees_20plants_r1,2025-12-17T10:35:42.930821
