metric_avg_distance_per_bee,metric_avg_pollen_level,metric_avg_trips_per_bee,metric_plant_visitation_rate,metric_plants_visited,metric_pollen_per_bee_per_step,metric_pollen_per_distance,metric_total_plant_visits,metric_total_pollen_collected,metric_total_trips,param_attraction_strength,param_bee_velocity_mean,param_bee_velocity_std,param_dt,param_max_steps,param_num_bees,param_num_hives,param_num_plants,param_simulation_bounds_max,param_simulation_bounds_min,run_name,timestamp
1890.6388532073813,0.42699999999999994,1.1583333333333334,0.64,64,0.04775,0.025256013288309575,171,5730.0,139,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r0,2025-12-12T11:49:10.985830
1817.9912750788897,0.55,0.8666666666666667,0.54,54,0.0375,0.020627161699867197,134,4500.0,104,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r1,2025-12-12T11:49:28.141207
1941.951550166516,0.5509999999999999,1.0083333333333333,0.52,52,0.03741666666666667,0.01926755930829392,134,4490.0,121,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r2,2025-12-12T11:49:45.884998
1983.1320908352213,0.5445,0.9416666666666667,0.52,52,0.03795833333333333,0.019140597597483634,136,4555.0,113,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r3,2025-12-12T11:50:04.477026
1928.6822938265182,0.5635,0.8083333333333333,0.52,52,0.036375,0.018860026929490684,130,4365.0,97,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r4,2025-12-12T11:50:22.871054
1788.6118641215196,0.4475,1.0916666666666666,0.63,63,0.04604166666666667,0.025741563941420083,165,5525.0,131,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r5,2025-12-12T11:50:38.883794
1837.9278088772667,0.5349999999999999,0.9416666666666667,0.52,52,0.03875,0.021083526683058993,139,4650.0,113,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r6,2025-12-12T11:50:55.829277
2004.4268172889372,0.654,0.6416666666666667,0.41,41,0.028833333333333332,0.014384827165868547,103,3460.0,77,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r7,2025-12-12T11:51:15.581924
1925.4549711896402,0.577,0.8,0.49,49,0.03525,0.01830736139117334,126,4230.0,96,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r8,2025-12-12T11:51:34.276069
1842.837795667819,0.48400000000000004,0.9916666666666667,0.58,58,0.043,0.023333578300317744,154,5160.0,119,0.4,24,1.0,0.05,1000,120,1,100,500,-500,sweep_120bees_100plants_r9,2025-12-12T11:51:51.076641
2245.5510688912327,0.355,0.06666666666666667,0.9,9,0.005375,0.002393621803780205,19,645.0,8,0.4,24,1.0,0.05,1000,120,1,10,500,-500,sweep_120bees_10plants_r0,2025-12-12T11:05:33.741159
