metric_avg_distance_per_bee,metric_avg_pollen_level,metric_avg_trips_per_bee,metric_plant_visitation_rate,metric_plants_visited,metric_pollen_per_bee_per_step,metric_pollen_per_distance,metric_total_plant_visits,metric_total_pollen_collected,metric_total_trips,param_attraction_strength,param_bee_velocity_mean,param_bee_velocity_std,param_dt,param_max_steps,param_num_bees,param_num_hives,param_num_plants,param_simulation_bounds_max,param_simulation_bounds_min,run_name,timestamp
1885.77455425831,0.376,1.175,0.75,75,0.052,0.02757487626640079,225,6240.0,141,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r0,2025-12-17T11:28:29.744477
1914.482796179126,0.4885,0.95,0.58,58,0.042625,0.022264498842752646,184,5115.0,114,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r1,2025-12-17T11:28:48.311040
1855.6225179156181,0.447,1.1,0.61,61,0.04608333333333333,0.024834433128725866,202,5530.0,132,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r2,2025-12-17T11:29:05.956383
2023.5786066119895,0.5685,0.8166666666666667,0.5,50,0.035958333333333335,0.017769674583354673,157,4315.0,98,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r3,2025-12-17T11:29:25.213495
1867.5743053438434,0.43099999999999994,1.1166666666666667,0.67,67,0.04741666666666667,0.025389440479551186,206,5690.0,134,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r4,2025-12-17T11:29:42.708497
1911.1306374352648,0.49450000000000005,0.9416666666666667,0.56,56,0.042125,0.02204192595464416,186,5055.0,113,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r5,2025-12-17T11:30:01.252383
1879.935687958623,0.4784999999999999,1.0083333333333333,0.61,61,0.043458333333333335,0.02311692554787536,190,5215.0,121,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r6,2025-12-17T11:30:19.421493
1876.3828459301137,0.406,1.075,0.67,67,0.0495,0.02638054387854047,215,5940.0,129,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r7,2025-12-17T11:30:36.582469
1889.5513453774252,0.43699999999999994,1.1166666666666667,0.63,63,0.04691666666666667,0.024829527274526312,203,5630.0,134,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r8,2025-12-17T11:30:53.789435
2006.3824089890418,0.5395,0.8833333333333333,0.56,56,0.038375,0.019126463543575452,167,4605.0,106,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r9,2025-12-17T11:31:13.401071
2223.456320761539,0.045,0.14166666666666666,1.0,10,0.007958333333333333,0.0035792622769434865,32,955.0,17,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r0,2025-12-17T10:49:10.426898
2401.6769842337662,0.16,0.15833333333333333,1.0,10,0.007,0.002914630088039624,28,840.0,19,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r1,2025-12-17T10:49:12.985224
2291.2690792700228,0.0,0.19166666666666668,1.0,10,0.008333333333333333,0.0036369946283167478,34,1000.0,23,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r2,2025-12-17T10:49:15.377009
2251.7193216294368,0.05,0.125,1.0,10,0.007916666666666667,0.0035158319203557934,30,950.0,15,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r3,2025-12-17T10:49:18.051986
2297.932817009825,0.125,0.09166666666666666,1.0,10,0.007291666666666667,0.0031731417962666615,29,875.0,11,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r4,2025-12-17T10:49:20.969760
2277.9956847064404,0.325,0.075,0.9,9,0.005625,0.0024692759682399834,20,675.0,9,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r5,2025-12-17T10:49:23.937021
2404.1478240660945,0.15,0.125,1.0,10,0.007083333333333333,0.00294629692168987,27,850.0,15,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r6,2025-12-17T10:49:26.673819
2282.0737289217554,0.0,0.16666666666666666,1.0,10,0.008333333333333333,0.003651649474651595,31,1000.0,20,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r7,2025-12-17T10:49:28.985199
2365.822289301281,0.0,0.15,1.0,10,0.008333333333333333,0.003522383473610137,31,1000.0,18,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r8,2025-12-17T10:49:31.543616
2285.963921932535,0.125,0.15,1.0,10,0.007291666666666667,0.0031897557947906507,29,875.0,18,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r9,2025-12-17T10:49:34.223927
2360.5765944239934,0.25,0.3333333333333333,0.8,20,0.015625,0.006619145524406366,63,1875.0,40,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r0,2025-12-17T10:53:14.935961
2264.8501982215967,0.322,0.23333333333333334,0.84,21,0.014125,0.006236615565608365,54,1695.0,28,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r1,2025-12-17T10:53:20.778498
2209.960563275395,0.272,0.275,0.92,23,0.015166666666666667,0.006862867563658269,60,1820.0,33,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r2,2025-12-17T10:53:26.340261
2354.8953483356163,0.33799999999999997,0.25833333333333336,0.76,19,0.013791666666666667,0.00585659429681845,58,1655.0,31,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r3,2025-12-17T10:53:31.977703
2186.891432042752,0.122,0.35,0.96,24,0.018291666666666668,0.008364231712033649,73,2195.0,42,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r4,2025-12-17T10:53:37.094795
2144.3882632947116,0.152,0.36666666666666664,0.92,23,0.017666666666666667,0.008238557806468776,71,2120.0,44,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r5,2025-12-17T10:53:42.272286
2103.1520948243315,0.036000000000000004,0.4666666666666667,1.0,25,0.020083333333333335,0.009549158799668656,86,2410.0,56,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r6,2025-12-17T10:53:47.400185
2171.4642919667785,0.022000000000000002,0.4583333333333333,1.0,25,0.020375,0.009383069330394367,87,2445.0,55,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r7,2025-12-17T10:53:52.313528
2158.8889217445458,0.012,0.4583333333333333,1.0,25,0.020583333333333332,0.009534225279501847,83,2470.0,55,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r8,2025-12-17T10:53:57.024058
2139.591874148305,0.066,0.4,0.96,24,0.019458333333333334,0.009094413550752056,77,2335.0,48,0.4,24,1.0,0.05,1000,120,2,25,500,-500,sweep_120bees_25plants_r9,2025-12-17T10:54:02.088930
2155.3258069476115,0.413,0.5333333333333333,0.68,34,0.024458333333333332,0.011347858989342966,106,2935.0,64,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r0,2025-12-17T11:00:40.919974
2015.0842368019976,0.259,0.6166666666666667,0.92,46,0.030875,0.01532194011353074,129,3705.0,74,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r1,2025-12-17T11:00:50.429030
2093.8731953218216,0.307,0.6,0.8,40,0.028875,0.013790233364901549,120,3465.0,72,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r2,2025-12-17T11:00:59.897625
2105.9734749229474,0.5159999999999999,0.425,0.56,28,0.020166666666666666,0.009575935740313403,88,2420.0,51,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r3,2025-12-17T11:01:10.803937
2084.686191837085,0.34099999999999997,0.5833333333333334,0.82,41,0.027458333333333335,0.013171446830151576,116,3295.0,70,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r4,2025-12-17T11:01:20.513803
2166.5683394328685,0.358,0.5583333333333333,0.72,36,0.02675,0.012346714162269266,114,3210.0,67,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r5,2025-12-17T11:01:30.317462
2011.4244427225094,0.4109999999999999,0.5,0.66,33,0.024541666666666666,0.012201137733739058,104,2945.0,60,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r6,2025-12-17T11:01:40.204832
2065.895773345366,0.21600000000000003,0.7583333333333333,0.88,44,0.03266666666666666,0.015812349823325585,140,3920.0,91,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r7,2025-12-17T11:01:49.162189
1978.2131319070459,0.225,0.6666666666666666,0.86,43,0.03229166666666667,0.016323653981376977,139,3875.0,80,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r8,2025-12-17T11:01:58.449621
1977.1192044611807,0.13299999999999998,0.7833333333333333,0.94,47,0.036125,0.018271533612382797,156,4335.0,94,0.4,24,1.0,0.05,1000,120,2,50,500,-500,sweep_120bees_50plants_r9,2025-12-17T11:02:07.426284
1900.2508725255288,0.39599999999999996,0.9333333333333333,0.6666666666666666,50,0.03775,0.01986579800899044,165,4530.0,112,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r0,2025-12-17T11:12:31.409548
2244.781452610988,0.2826666666666667,1.0666666666666667,0.7733333333333333,58,0.044833333333333336,0.01997224864860944,198,5380.0,128,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r1,2025-12-17T11:12:43.713880
1915.1249672745703,0.2713333333333333,0.9916666666666667,0.7866666666666666,59,0.04554166666666667,0.023779997360421537,199,5465.0,119,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r2,2025-12-17T11:12:56.399957
1839.6655192164585,0.34,0.975,0.7733333333333333,58,0.04125,0.02242255430083236,179,4950.0,117,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r3,2025-12-17T11:13:09.612759
2028.3738205378095,0.5853333333333333,0.5083333333333333,0.49333333333333335,37,0.025916666666666668,0.012777066241071403,112,3110.0,61,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r4,2025-12-17T11:13:24.104166
2089.189390225684,0.5273333333333333,0.5666666666666667,0.6,45,0.029541666666666667,0.014140253059333908,125,3545.0,68,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r5,2025-12-17T11:13:38.949244
1912.8164652037299,0.302,0.925,0.8266666666666667,62,0.043625,0.022806683648738668,188,5235.0,111,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r6,2025-12-17T11:13:51.562074
2077.0404893564755,0.41800000000000004,0.8666666666666667,0.6666666666666666,50,0.036375,0.017512898851225565,159,4365.0,104,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r7,2025-12-17T11:14:05.303292
1921.065831708161,0.2773333333333333,0.9666666666666667,0.8533333333333334,64,0.04516666666666667,0.023511253972231475,196,5420.0,116,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r8,2025-12-17T11:14:17.695756
1961.3784339787198,0.48600000000000004,0.7583333333333333,0.6266666666666667,47,0.032125,0.016378787205706853,140,3855.0,91,0.4,24,1.0,0.05,1000,120,2,75,500,-500,sweep_120bees_75plants_r9,2025-12-17T11:14:31.613319
1852.9058356855985,0.35,0.98125,0.75,75,0.040625,0.02192502134625111,237,6500.0,157,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r0,2025-12-17T11:31:36.289947
1917.7286901623215,0.38049999999999995,0.88125,0.7,70,0.03871875,0.02018989974891743,224,6195.0,141,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r1,2025-12-17T11:32:00.094924
1946.8818287918905,0.1875,1.125,0.87,87,0.05078125,0.026083375605550532,298,8125.0,180,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r2,2025-12-17T11:32:20.865870
1845.613612155826,0.2905,1.0125,0.78,78,0.04434375,0.024026562064744912,260,7095.0,162,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r3,2025-12-17T11:32:42.521855
1866.0051437474292,0.2825,1.0875,0.76,76,0.04484375,0.0240319541188091,263,7175.0,174,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r4,2025-12-17T11:33:04.163860
1920.5134237972657,0.49050000000000005,0.70625,0.59,59,0.03184375,0.016580852601924594,187,5095.0,113,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r5,2025-12-17T11:33:30.465385
1900.4813680606944,0.3135,1.00625,0.75,75,0.04290625,0.02257651704514355,244,6865.0,161,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r6,2025-12-17T11:33:51.720933
1887.881433488265,0.32699999999999996,0.94375,0.76,76,0.0420625,0.022280265727429995,246,6730.0,151,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r7,2025-12-17T11:34:14.466729
1929.2688317874963,0.207,1.19375,0.86,86,0.0495625,0.025689784224668992,290,7930.0,191,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r8,2025-12-17T11:34:34.375489
2045.0563548128491,0.4809999999999999,0.7125,0.59,59,0.0324375,0.015861421091727557,188,5190.0,114,0.4,24,1.0,0.05,1000,160,2,100,500,-500,sweep_160bees_100plants_r9,2025-12-17T11:34:58.774613
2221.744654713269,0.0,0.1375,1.0,10,0.00625,0.002813104551299845,34,1000.0,22,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r0,2025-12-17T10:49:37.341794
2344.6857569876,0.0,0.125,1.0,10,0.00625,0.002665602408072739,30,1000.0,20,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r1,2025-12-17T10:49:40.366749
2301.9988965628204,0.32999999999999996,0.075,0.8,8,0.0041875,0.001819071245539029,22,670.0,12,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r2,2025-12-17T10:49:44.157714
2310.5691037714146,0.0,0.10625,1.0,10,0.00625,0.0027049612971100797,31,1000.0,17,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r3,2025-12-17T10:49:47.418042
2261.60623083685,0.03,0.1,1.0,10,0.0060625,0.0026806169515003176,29,970.0,16,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r4,2025-12-17T10:49:50.721724
2410.6365669354964,0.03,0.11875,1.0,10,0.0060625,0.002514895892294087,31,970.0,19,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r5,2025-12-17T10:49:54.103081
2377.5230905862068,0.0,0.125,1.0,10,0.00625,0.00262878624596617,32,1000.0,20,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r6,2025-12-17T10:49:57.441594
2391.2059246914096,0.0,0.1375,1.0,10,0.00625,0.00261374394211012,32,1000.0,22,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r7,2025-12-17T10:50:00.541819
2251.6365112064977,0.06,0.11875,1.0,10,0.005875,0.0026092133302865967,30,940.0,19,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r8,2025-12-17T10:50:04.064157
2564.9420842337804,0.065,0.1,1.0,10,0.00584375,0.002278316549882525,28,935.0,16,0.4,24,1.0,0.05,1000,160,2,10,500,-500,sweep_160bees_10plants_r9,2025-12-17T10:50:07.657635
2127.423510186048,0.18200000000000002,0.2625,0.88,22,0.01278125,0.006007854072686378,70,2045.0,42,0.4,24,1.0,0.05,1000,160,2,25,500,-500,sweep_160bees_25plants_r0,2025-12-17T10:54:09.408781
