bees,plants,repeat,total_trips,total_pollen_collected,avg_distance_per_bee,avg_trips_per_bee,total_plant_visits,plants_visited,visitation_rate,avg_pollen_level,pollen_per_distance,pollen_per_bee_per_step
20,10,0,12,645.0,2055.303018205034,0.6,21,7,0.7,0.355,0.015691116937182833,0.03225
20,10,1,8,350.0,2035.0932704687998,0.4,11,5,0.5,0.65,0.008599114474968873,0.0175
20,10,2,10,615.0,2058.854701744453,0.5,19,9,0.9,0.38499999999999995,0.014935488149768774,0.03075
20,10,3,8,345.0,2083.7037163631644,0.4,11,5,0.5,0.655,0.008278528211346498,0.01725
20,10,4,10,440.0,2072.221188054252,0.5,14,6,0.6,0.5599999999999999,0.010616627282272546,0.022
20,10,5,11,455.0,2012.053848933935,0.55,16,6,0.6,0.545,0.011306854442317158,0.02275
20,10,6,10,525.0,2121.8069051989414,0.5,18,7,0.7,0.475,0.01237153104539397,0.02625
20,10,7,7,415.0,2261.5815551171067,0.35,14,6,0.6,0.585,0.009174995238641988,0.02075
20,10,8,11,610.0,1941.7674474461153,0.55,19,8,0.8,0.39,0.01570733922855424,0.0305
20,10,9,11,640.0,2112.453101182915,0.55,20,8,0.8,0.36,0.015148265295016913,0.032
30,10,0,16,780.0,2179.9628608348057,0.5333333333333333,25,10,1.0,0.22000000000000003,0.011926808693448764,0.026
30,10,1,11,695.0,2116.064696210854,0.36666666666666664,23,8,0.8,0.305,0.010947995450304625,0.023166666666666665
30,10,2,14,790.0,2134.632289410019,0.4666666666666667,26,10,1.0,0.20999999999999996,0.012336238641181371,0.026333333333333334
30,10,3,13,605.0,2262.7413913115347,0.43333333333333335,19,8,0.8,0.39499999999999996,0.008912492936268614,0.020166666666666666
30,10,4,14,635.0,2156.9616241276167,0.4666666666666667,21,7,0.7,0.365,0.009813186488761722,0.021166666666666667
30,10,5,8,435.0,2108.3680571825853,0.26666666666666666,14,5,0.5,0.5650000000000001,0.006877357086967239,0.0145
30,10,6,15,680.0,2234.766633926257,0.5,23,7,0.7,0.32,0.01014274435753663,0.02266666666666667
30,10,7,11,605.0,1977.892748881778,0.36666666666666664,19,7,0.7,0.395,0.010196036503024797,0.020166666666666666
30,10,8,7,440.0,2323.1499128693818,0.23333333333333334,13,5,0.5,0.5599999999999999,0.0063132674242926895,0.014666666666666666
30,10,9,11,520.0,2228.8729320313864,0.36666666666666664,16,8,0.8,0.4800000000000001,0.00777672566445311,0.017333333333333333
40,10,0,7,480.0,2188.2482532933814,0.175,15,6,0.6,0.52,0.005483838491331881,0.012
40,10,1,15,780.0,2081.5463302356125,0.375,25,9,0.9,0.21999999999999997,0.00936803554009426,0.0195
40,10,2,11,620.0,2172.6177628898477,0.275,20,9,0.9,0.38,0.007134250794020528,0.0155
40,10,3,18,810.0,2296.654971609024,0.45,27,10,1.0,0.19,0.008817171168646618,0.02025
40,10,4,12,710.0,3175.2554262987246,0.3,23,9,0.9,0.29000000000000004,0.005590101461755631,0.01775
40,10,5,13,685.0,2229.109503564499,0.325,23,8,0.8,0.31500000000000006,0.007682439993466427,0.017125
40,10,6,9,655.0,2129.8855974592466,0.225,20,9,0.9,0.345,0.007688206361662729,0.016375
40,10,7,13,745.0,2168.4570474622274,0.325,24,9,0.9,0.255,0.008589056454586949,0.018625
40,10,8,11,670.0,2179.366168602655,0.275,22,8,0.8,0.32999999999999996,0.0076857208491676295,0.01675
40,10,9,12,680.0,2152.5946108902185,0.3,21,9,0.9,0.31999999999999995,0.00789744613964705,0.017
60,10,0,17,820.0,2253.688882714502,0.2833333333333333,27,10,1.0,0.18,0.006064131909017347,0.013666666666666667
60,10,1,22,935.0,2146.0983759793326,0.36666666666666664,33,10,1.0,0.065,0.007261239050247249,0.015583333333333333
60,10,2,15,870.0,2189.3472778594564,0.25,27,10,1.0,0.13,0.006622978522702335,0.0145
60,10,3,14,775.0,2256.9564300555417,0.23333333333333334,24,9,0.9,0.225,0.005723046530565413,0.012916666666666667
60,10,4,17,870.0,2186.759229465862,0.2833333333333333,27,10,1.0,0.13,0.006630816874860873,0.0145
60,10,5,16,900.0,2240.314706438294,0.26666666666666666,29,9,0.9,0.1,0.006695487895915909,0.015
60,10,6,15,775.0,2302.1549817538803,0.25,25,10,1.0,0.225,0.005610685105494591,0.012916666666666667
60,10,7,8,780.0,2209.8178157059638,0.13333333333333333,23,10,1.0,0.21999999999999997,0.005882837900755601,0.013
60,10,8,11,675.0,2291.7453149316116,0.18333333333333332,22,7,0.7,0.325,0.004908922438589435,0.01125
60,10,9,17,905.0,2260.349462230379,0.2833333333333333,30,10,1.0,0.095,0.006673009455117614,0.015083333333333334
70,10,0,13,775.0,2321.534452673192,0.18571428571428572,24,9,0.9,0.225,0.004769013252713128,0.01107142857142857
70,10,1,20,1000.0,2233.3397277992626,0.2857142857142857,33,10,1.0,0.0,0.00639657017152131,0.014285714285714285
70,10,2,16,835.0,2207.021398772251,0.22857142857142856,27,9,0.9,0.16499999999999998,0.005404828170314615,0.011928571428571429
70,10,3,11,610.0,2156.165249881747,0.15714285714285714,19,7,0.7,0.39,0.004041566718860552,0.008714285714285714
70,10,4,15,835.0,2204.6132716201405,0.21428571428571427,29,9,0.9,0.16499999999999998,0.005410731932954973,0.011928571428571429
70,10,5,16,805.0,2183.9091948234927,0.22857142857142856,27,9,0.9,0.195,0.005265786703613128,0.0115
70,10,6,14,805.0,2165.080845795785,0.2,24,9,0.9,0.195,0.005311579945077351,0.0115
70,10,7,17,875.0,2216.027591966761,0.24285714285714285,28,10,1.0,0.125,0.005640723989770381,0.0125
70,10,8,17,870.0,2620.4216081937775,0.24285714285714285,27,10,1.0,0.13,0.004742966318743754,0.012428571428571428
70,10,9,15,905.0,2211.1911884527763,0.21428571428571427,28,10,1.0,0.095,0.005846880855932617,0.012928571428571428
80,10,0,13,805.0,2294.93515893671,0.1625,24,9,0.9,0.195,0.004384655470903221,0.0100625
80,10,1,20,970.0,2196.907547054486,0.25,32,10,1.0,0.03,0.0055191216472703425,0.012125
80,10,2,19,900.0,2312.0008998605567,0.2375,30,9,0.9,0.1,0.00486591506113969,0.01125
80,10,3,13,785.0,2219.6397768678653,0.1625,26,9,0.9,0.21500000000000002,0.004420762369760026,0.0098125
80,10,4,19,970.0,2476.930480743896,0.2375,30,10,1.0,0.03,0.004895171703147074,0.012125
80,10,5,11,770.0,2193.9162765245137,0.1375,24,9,0.9,0.22999999999999998,0.0043871318623185645,0.009625
80,10,6,11,725.0,2236.8419104387694,0.1375,24,9,0.9,0.275,0.004051470941110156,0.0090625
80,10,7,18,900.0,2274.343065498714,0.225,31,9,0.9,0.1,0.004946483303535001,0.01125
80,10,8,21,935.0,2244.292708393366,0.2625,30,10,1.0,0.065,0.005207654044541629,0.0116875
80,10,9,13,750.0,2360.7401816611696,0.1625,24,9,0.9,0.25,0.003971212110857173,0.009375
120,10,0,20,945.0,2218.3751377642157,0.16666666666666666,32,10,1.0,0.05500000000000001,0.003549895536575839,0.007875
120,10,1,11,745.0,2532.3449652846475,0.09166666666666666,25,9,0.9,0.255,0.0024516143805216077,0.006208333333333333
120,10,2,19,1000.0,2313.5603282445963,0.15833333333333333,30,10,1.0,0.0,0.0036019520353965497,0.008333333333333333
120,10,3,13,905.0,2272.031172125149,0.10833333333333334,29,10,1.0,0.095,0.003319349998007533,0.007541666666666667
120,10,4,19,970.0,2255.346721842219,0.15833333333333333,30,10,1.0,0.03,0.0035840756789407,0.008083333333333333
120,10,5,17,1000.0,2352.04838601237,0.14166666666666666,34,10,1.0,0.0,0.00354301101239739,0.008333333333333333
120,10,6,13,840.0,2305.3480731308714,0.10833333333333334,26,9,0.9,0.16,0.003036417832771503,0.007
120,10,7,8,570.0,2437.408185310351,0.06666666666666667,17,7,0.7,0.43,0.0019487913549429514,0.00475
120,10,8,20,1000.0,2225.727261104858,0.16666666666666666,33,10,1.0,0.0,0.0037440945613420045,0.008333333333333333
120,10,9,14,855.0,2287.0378550989262,0.11666666666666667,28,10,1.0,0.145,0.003115383501027274,0.007125
160,10,0,21,995.0,2304.6364260362775,0.13125,34,10,1.0,0.005,0.002698364882957079,0.00621875
160,10,1,12,810.0,2235.199738584113,0.075,25,9,0.9,0.19,0.0022648982605943035,0.0050625
160,10,2,19,1000.0,2281.958874491368,0.11875,31,10,1.0,0.0,0.002738874950756104,0.00625
160,10,3,19,970.0,2247.9906480763575,0.11875,32,10,1.0,0.03,0.0026968528562108483,0.0060625
160,10,4,19,1000.0,2348.839123351763,0.11875,30,10,1.0,0.0,0.0026608889207709254,0.00625
160,10,5,16,1000.0,2477.6584538134057,0.1,33,10,1.0,0.0,0.0025225430044163353,0.00625
160,10,6,14,905.0,2241.3912597965286,0.0875,28,10,1.0,0.095,0.002523544238551849,0.00565625
160,10,7,23,1000.0,2279.415634967548,0.14375,33,10,1.0,0.0,0.002741930828288357,0.00625
160,10,8,18,900.0,2247.947217723324,0.1125,28,9,0.9,0.1,0.002502282952042303,0.005625
160,10,9,19,970.0,2308.7603814467343,0.11875,32,10,1.0,0.03,0.002625867997700596,0.0060625
200,10,0,23,1000.0,2335.899236151331,0.115,33,10,1.0,0.0,0.002140503289961295,0.005
200,10,1,19,1000.0,2517.531685539957,0.095,32,10,1.0,0.0,0.0019860723218375724,0.005
200,10,2,19,1000.0,2343.6008508773994,0.095,34,10,1.0,0.0,0.0021334691008189793,0.005
200,10,3,23,1000.0,2362.192285716117,0.115,33,10,1.0,0.0,0.002116677812485621,0.005
200,10,4,16,1000.0,2251.0357458949347,0.08,32,10,1.0,0.0,0.002221199733997192,0.005
200,10,5,18,1000.0,2313.169880825235,0.09,30,10,1.0,0.0,0.0021615360123123446,0.005
200,10,6,18,1000.0,2301.21951204688,0.09,32,10,1.0,0.0,0.002172760996430375,0.005
200,10,7,21,1000.0,2279.7019216214817,0.105,31,10,1.0,0.0,0.002193269195669079,0.005
200,10,8,19,1000.0,2415.5983355189237,0.095,33,10,1.0,0.0,0.0020698805453208302,0.005
200,10,9,22,1000.0,2300.8067861305713,0.11,32,10,1.0,0.0,0.0021731507530925063,0.005
20,25,0,20,1010.0,2184.933802382522,1.0,34,14,0.56,0.596,0.023112828381772105,0.0505
20,25,1,27,1120.0,1998.7158766309487,1.35,40,19,0.76,0.5519999999999999,0.028017989277392463,0.056
20,25,2,27,1065.0,1871.6530253897101,1.35,36,14,0.56,0.574,0.028450786164766005,0.05325
20,25,3,12,660.0,1996.72542156775,0.6,23,9,0.36,0.736,0.01652705957641873,0.033
20,25,4,31,1460.0,1795.6436556738754,1.55,49,18,0.72,0.4159999999999999,0.04065394588137495,0.073
20,25,5,27,1240.0,1893.2551771280098,1.35,42,18,0.72,0.504,0.03274783069340471,0.062
20,25,6,15,815.0,1914.0431730849382,0.75,26,13,0.52,0.6739999999999999,0.021290010890570265,0.04075
20,25,7,16,795.0,2165.7297321050714,0.8,26,12,0.48,0.682,0.01835409073013156,0.03975
20,25,8,21,990.0,1944.4762322741012,1.05,33,12,0.48,0.604,0.02545672668989573,0.0495
20,25,9,17,800.0,2103.179873525262,0.85,27,11,0.44,0.68,0.019018820265217583,0.04
30,25,0,31,1380.0,1888.8885452868808,1.0333333333333334,48,16,0.64,0.44799999999999995,0.024352945606440538,0.046
30,25,1,29,1315.0,2424.286258046925,0.9666666666666667,45,16,0.64,0.474,0.01808092307079558,0.043833333333333335
30,25,2,30,1370.0,2067.5616866050964,1.0,47,18,0.72,0.452,0.02208720879407018,0.04566666666666667
30,25,3,38,1610.0,1988.2119226452114,1.2666666666666666,55,20,0.8,0.35600000000000004,0.026992427746467786,0.05366666666666667
30,25,4,27,1215.0,1942.0912281330534,0.9,44,15,0.6,0.514,0.020853809240945365,0.0405
30,25,5,28,1310.0,1969.4047840896721,0.9333333333333333,45,17,0.68,0.4759999999999999,0.02217251984936704,0.043666666666666666
30,25,6,35,1430.0,1897.8409533178005,1.1666666666666667,48,18,0.72,0.428,0.025116259918058954,0.04766666666666667
30,25,7,20,965.0,2043.2360043674812,0.6666666666666666,33,13,0.52,0.614,0.015743001101150043,0.03216666666666667
