bees,plants,repeat,total_trips,total_pollen_collected,avg_distance_per_bee,avg_trips_per_bee,total_plant_visits,plants_visited,visitation_rate,avg_pollen_level,pollen_per_distance,pollen_per_bee_per_step
20,25,0,24,1010.0,1978.3862481090277,1.2,36,14,0.56,0.596,0.025525854745638617,0.0505
20,25,1,28,1155.0,1917.520471337871,1.4,41,15,0.6,0.538,0.030117018755845312,0.05775
30,25,0,24,1075.0,2052.719721056968,0.8,35,13,0.52,0.57,0.01745651535655455,0.035833333333333335
30,25,1,35,1610.0,1815.6561442742443,1.1666666666666667,55,21,0.84,0.35600000000000004,0.02955772591407629,0.05366666666666667
40,25,0,26,1280.0,2082.3656358470275,0.65,44,17,0.68,0.488,0.015367137955570234,0.032
40,25,1,22,1115.0,2051.1120499962244,0.55,36,13,0.52,0.5539999999999999,0.013590188795415303,0.027875
60,25,0,29,1435.0,2101.896956276561,0.48333333333333334,47,18,0.72,0.426,0.011378610447694937,0.023916666666666666
60,25,1,38,1705.0,2111.3152023319662,0.6333333333333333,59,21,0.84,0.31800000000000006,0.013459225148040524,0.028416666666666666
70,25,0,41,2245.0,2677.2286438251554,0.5857142857142857,78,24,0.96,0.102,0.011979338651332274,0.03207142857142857
70,25,1,38,1900.0,2080.851503604135,0.5428571428571428,65,22,0.88,0.24,0.013044110594073824,0.027142857142857142
80,25,0,41,1925.0,2226.205658724071,0.5125,65,23,0.92,0.23,0.010808749814152929,0.0240625
80,25,1,41,2135.0,2213.404556238688,0.5125,71,24,0.96,0.14600000000000002,0.012057217432203607,0.0266875
120,25,0,34,2125.0,2095.092976112736,0.2833333333333333,74,23,0.92,0.15,0.008452289962896833,0.017708333333333333
120,25,1,26,1560.0,2147.916534644335,0.21666666666666667,51,21,0.84,0.376,0.006052376705667764,0.013
160,25,0,22,1765.0,2207.6787826017544,0.1375,57,23,0.92,0.294,0.0049967640613910545,0.01103125
160,25,1,30,1895.0,2257.1278273164507,0.1875,63,22,0.88,0.242,0.005247265953068018,0.01184375
200,25,0,44,2355.0,2198.7272863800185,0.22,76,25,1.0,0.057999999999999996,0.005355370842459659,0.011775
200,25,1,28,1795.0,2313.6275527952203,0.14,57,22,0.88,0.28200000000000003,0.0038791896254679412,0.008975
20,50,0,22,1010.0,2035.9838694738967,1.1,36,14,0.28,0.7979999999999999,0.02480373285720055,0.0505
20,50,1,41,1595.0,1799.3343161560497,2.05,56,22,0.44,0.6809999999999999,0.04432194689109879,0.07975
30,50,0,60,2580.0,1758.399916983115,2.0,94,33,0.66,0.484,0.048908100580185486,0.086
30,50,1,52,2235.0,1755.4719048770776,1.7333333333333334,79,29,0.58,0.5529999999999999,0.042438731028974615,0.0745
40,50,0,66,2885.0,1836.08431686845,1.65,105,32,0.64,0.423,0.0392819650695636,0.072125
40,50,1,45,1895.0,1872.2466334851385,1.125,67,22,0.44,0.621,0.02530382437479012,0.047375
60,50,0,71,3270.0,1829.0576913279795,1.1833333333333333,117,40,0.8,0.34600000000000003,0.02979676379722638,0.0545
60,50,1,67,2880.0,1952.535147992024,1.1166666666666667,106,32,0.64,0.424,0.024583424298078797,0.048
70,50,0,76,3405.0,1946.3103169446072,1.0857142857142856,124,43,0.86,0.319,0.024992344087873188,0.04864285714285714
70,50,1,63,2480.0,1922.2092136565516,0.9,92,30,0.6,0.504,0.01843117345233035,0.03542857142857143
80,50,0,58,2675.0,2008.620308759278,0.725,96,32,0.64,0.465,0.016646998864934457,0.0334375
80,50,1,62,2965.0,2728.2893382139764,0.775,105,36,0.72,0.407,0.013584519603871,0.0370625
120,50,0,81,3745.0,2000.2468365473105,0.675,133,42,0.84,0.251,0.01560224106500927,0.031208333333333334
120,50,1,75,3150.0,2139.558682225704,0.625,112,35,0.7,0.37,0.012268885269691734,0.02625
160,50,0,45,2505.0,2147.4533040505085,0.28125,87,30,0.6,0.4989999999999999,0.007290612545785891,0.01565625
160,50,1,99,4640.0,1974.2358468137086,0.61875,167,49,0.98,0.072,0.014689227757060618,0.029
200,50,0,79,3625.0,2076.08575771151,0.395,126,41,0.82,0.275,0.008730371533389531,0.018125
200,50,1,92,4300.0,2211.7488003565627,0.46,151,47,0.94,0.14,0.009720814586418639,0.0215
20,75,0,37,1525.0,1794.357562726403,1.85,53,20,0.26666666666666666,0.7966666666666666,0.042494317511691124,0.07625
20,75,1,54,2035.0,1642.5459508611686,2.7,72,28,0.37333333333333335,0.7286666666666668,0.06194651659313008,0.10175
30,75,0,67,2785.0,1735.5334612675879,2.2333333333333334,98,36,0.48,0.6286666666666666,0.053489797462925495,0.09283333333333334
30,75,1,67,2700.0,1749.85402275162,2.2333333333333334,98,33,0.44,0.64,0.05143286173007524,0.09
40,75,0,77,2955.0,1737.5097864414136,1.925,103,40,0.5333333333333333,0.606,0.04251774613097465,0.073875
40,75,1,59,2495.0,1907.1152747152507,1.475,87,32,0.4266666666666667,0.6673333333333333,0.032706465533035564,0.062375
60,75,0,88,3620.0,1769.3567542554842,1.4666666666666666,130,43,0.5733333333333334,0.5173333333333334,0.03409902112065613,0.060333333333333336
60,75,1,55,2405.0,1950.635761991338,0.9166666666666666,88,32,0.4266666666666667,0.6793333333333333,0.020548855975250663,0.04008333333333333
70,75,0,57,2600.0,2035.5568159324346,0.8142857142857143,97,31,0.41333333333333333,0.6533333333333333,0.01824702550778126,0.037142857142857144
70,75,1,94,4095.0,1910.7069163074966,1.3428571428571427,148,48,0.64,0.45399999999999996,0.03061694051594954,0.0585
80,75,0,86,3520.0,1945.532661556662,1.075,128,41,0.5466666666666666,0.5306666666666666,0.02261591433000907,0.044
80,75,1,100,4265.0,2194.479769671109,1.25,154,52,0.6933333333333334,0.43133333333333324,0.024293912724467747,0.0533125
120,75,0,142,5740.0,2009.8918503046064,1.1833333333333333,211,64,0.8533333333333334,0.2346666666666667,0.023798958797750246,0.04783333333333333
120,75,1,94,4230.0,1928.2176017819613,0.7833333333333333,151,49,0.6533333333333333,0.43600000000000005,0.018281131739189462,0.03525
160,75,0,133,5545.0,1979.5653519816428,0.83125,201,60,0.8,0.26066666666666666,0.01750699968824337,0.03465625
160,75,1,79,4165.0,2066.554638981071,0.49375,150,47,0.6266666666666667,0.4446666666666667,0.012596448944042866,0.02603125
200,75,0,147,6735.0,2033.2217433242936,0.735,244,72,0.96,0.102,0.01656238435899361,0.033675
200,75,1,96,4535.0,2008.9746106270118,0.48,162,53,0.7066666666666667,0.3953333333333333,0.011286852447041633,0.022675
20,100,0,63,2500.0,1614.3510202571833,3.15,91,33,0.33,0.75,0.0774304958658162,0.125
20,100,1,22,1080.0,1787.0867075911733,1.1,38,17,0.17,0.892,0.03021677670737475,0.054
30,100,0,77,3010.0,1647.9495884798857,2.566666666666667,109,39,0.39,0.6990000000000002,0.06088373942669179,0.10033333333333333
30,100,1,55,2415.0,1692.746811839272,1.8333333333333333,87,36,0.36,0.7585000000000001,0.047555842041452065,0.0805
40,100,0,51,2245.0,1855.3257877598626,1.275,80,28,0.28,0.7755000000000001,0.03025075184653464,0.056125
40,100,1,92,3575.0,1706.6233314076774,2.3,132,43,0.43,0.6425,0.05236949381576815,0.089375
60,100,0,91,3695.0,1876.757677187354,1.5166666666666666,136,44,0.44,0.6305,0.03281368398376641,0.06158333333333333
60,100,1,89,3790.0,1768.5202937718598,1.4833333333333334,136,44,0.44,0.621,0.03571724163365196,0.06316666666666666
70,100,0,127,5520.0,1767.6236169238919,1.8142857142857143,199,67,0.67,0.44799999999999995,0.044611953643374634,0.07885714285714286
70,100,1,96,3895.0,1931.499613579895,1.3714285714285714,143,47,0.47,0.6105,0.02880811197250365,0.05564285714285714
80,100,0,73,3250.0,1923.56996366037,0.9125,116,38,0.38,0.675,0.021119585337408008,0.040625
80,100,1,90,3780.0,1946.825529801406,1.125,137,44,0.44,0.622,0.024270279630460738,0.04725
120,100,0,128,5595.0,1905.7612589197722,1.0666666666666667,205,62,0.62,0.44049999999999995,0.02446528901864029,0.046625
120,100,1,84,3770.0,1990.3052024548267,0.7,136,44,0.44,0.623,0.015784848789983364,0.03141666666666667
160,100,0,77,4015.0,2094.8956114380935,0.48125,145,51,0.51,0.5984999999999999,0.01197852048712526,0.02509375
160,100,1,154,6430.0,2079.1927546578445,0.9625,235,73,0.73,0.357,0.019328414794622214,0.0401875
200,100,0,187,7725.0,1924.5306281594717,0.935,284,83,0.83,0.2275,0.020069828681780498,0.038625
200,100,1,161,7515.0,1927.230459268838,0.805,271,83,0.83,0.24850000000000003,0.019496889860414195,0.037575
