bees,plants,repeat,total_trips,total_pollen_collected,avg_distance_per_bee,avg_trips_per_bee,total_plant_visits,plants_visited,visitation_rate,avg_pollen_level,pollen_per_distance,pollen_per_bee_per_step
80,25,1,41,1830.0,2030.7083881656733,0.5125,65,21,0.84,0.268,0.011264542035335192,0.022875
80,25,2,33,1705.0,2116.0145012485577,0.4125,58,20,0.8,0.318,0.010072000918436299,0.0213125
80,25,3,33,1615.0,2167.9537227969927,0.4125,54,17,0.68,0.354,0.009311776255977932,0.0201875
80,25,4,43,2030.0,2089.514874341984,0.5375,69,23,0.92,0.188,0.012143967153136884,0.025375
80,25,5,32,1780.0,2001.9787337439218,0.4,63,21,0.84,0.28800000000000003,0.011114004172456936,0.02225
80,25,6,26,1410.0,2152.2904989268072,0.325,43,17,0.68,0.43599999999999994,0.008188950333975977,0.017625
80,25,7,42,2105.0,2221.6234231629032,0.525,71,24,0.96,0.158,0.011843816429761601,0.0263125
80,25,8,34,1640.0,2294.575861197436,0.425,57,21,0.84,0.344,0.008934112986485429,0.0205
80,25,9,30,1600.0,2136.439681027642,0.375,53,20,0.8,0.36,0.009361368906226205,0.02
120,25,0,41,1990.0,2115.2453536664593,0.3416666666666667,70,21,0.84,0.204,0.007839910062720914,0.016583333333333332
120,25,1,51,2500.0,2135.542150174256,0.425,83,25,1.0,0.0,0.009755524297019084,0.020833333333333332
120,25,2,51,2260.0,2143.9972026130877,0.425,80,24,0.96,0.096,0.008784215441316532,0.018833333333333334
120,25,3,37,1875.0,2292.888640741105,0.30833333333333335,63,21,0.84,0.25,0.006814548130409728,0.015625
120,25,4,38,2005.0,2214.7494348883397,0.31666666666666665,67,23,0.92,0.198,0.007544119018671615,0.016708333333333332
120,25,5,38,1850.0,2214.307295981257,0.31666666666666665,64,21,0.84,0.26,0.006962297732860453,0.015416666666666667
120,25,6,21,1250.0,2270.8806361040693,0.175,40,14,0.56,0.5,0.004587060412183327,0.010416666666666666
120,25,7,27,1425.0,2175.853597408643,0.225,51,17,0.68,0.43,0.005457628221927552,0.011875
120,25,8,29,1675.0,2224.519738792768,0.24166666666666667,57,19,0.76,0.33,0.006274762632993506,0.013958333333333333
120,25,9,36,1900.0,2219.0285015085883,0.3,65,21,0.84,0.24,0.007135254604692626,0.015833333333333335
160,25,0,52,2445.0,2278.189582928249,0.325,82,25,1.0,0.022000000000000002,0.00670762877440533,0.01528125
160,25,1,49,2405.0,2204.2352169602173,0.30625,78,25,1.0,0.038,0.0068192586182925915,0.01503125
160,25,2,37,1910.0,2257.736783147654,0.23125,64,22,0.88,0.236,0.005287374546539111,0.0119375
160,25,3,26,1560.0,2342.5894594215906,0.1625,51,19,0.76,0.376,0.00416206090264206,0.00975
160,25,4,50,2340.0,2139.09450485845,0.3125,80,24,0.96,0.064,0.006837005081721612,0.014625
160,25,5,52,2500.0,2357.6749902677902,0.325,84,25,1.0,0.0,0.006627291744832596,0.015625
160,25,6,50,2335.0,2147.043707753847,0.3125,81,24,0.96,0.066,0.006797136894463789,0.01459375
160,25,7,52,2500.0,2231.2998252121606,0.325,87,25,1.0,0.0,0.007002644746998227,0.015625
160,25,8,41,2085.0,2171.8736378411386,0.25625,69,23,0.92,0.166,0.006000003763088711,0.01303125
160,25,9,43,2135.0,2191.8709350272647,0.26875,68,25,1.0,0.146,0.006087835641578967,0.01334375
200,25,0,54,2455.0,2161.407203880591,0.27,83,25,1.0,0.018000000000000002,0.005679170485765691,0.012275
200,25,1,47,2370.0,2193.447104861871,0.235,78,24,0.96,0.052000000000000005,0.005402455328753521,0.01185
200,25,2,31,1775.0,2213.401957153339,0.155,62,22,0.88,0.29,0.004009664838018918,0.008875
