metric_avg_distance_per_bee,metric_avg_pollen_level,metric_avg_trips_per_bee,metric_plant_visitation_rate,metric_plants_visited,metric_pollen_per_bee_per_step,metric_pollen_per_distance,metric_total_plant_visits,metric_total_pollen_collected,metric_total_trips,param_attraction_strength,param_bee_velocity_mean,param_bee_velocity_std,param_dt,param_max_steps,param_num_bees,param_num_hives,param_num_plants,param_simulation_bounds_max,param_simulation_bounds_min,run_name,timestamp
2069.9098912569466,0.465,1.0833333333333333,0.61,61,0.044583333333333336,0.021538779790196683,190,5350.0,130,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r0,2025-12-19T05:55:41.546116
1890.4455586835736,0.359,1.2833333333333334,0.73,73,0.05341666666666667,0.02825612534637801,238,6410.0,154,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r1,2025-12-19T05:55:58.051638
1886.179807647252,0.4565000000000001,1.0666666666666667,0.65,65,0.04529166666666667,0.02401238019993531,197,5435.0,128,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r2,2025-12-19T05:56:15.812168
2136.558212882723,0.6214999999999999,0.6916666666666667,0.45,45,0.03154166666666667,0.014762839821766188,137,3785.0,83,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r3,2025-12-19T05:56:37.404575
2010.4662297654277,0.43099999999999994,1.0833333333333333,0.65,65,0.04741666666666667,0.023584910785693244,208,5690.0,130,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r4,2025-12-19T05:56:55.887641
1894.1946052683177,0.48950000000000005,1.0416666666666667,0.57,57,0.042541666666666665,0.02245897361778228,186,5105.0,125,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r5,2025-12-19T05:57:14.691680
1952.609896165626,0.336,1.3166666666666667,0.75,75,0.05533333333333333,0.02833814037406671,245,6640.0,158,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r6,2025-12-19T05:57:31.450158
2015.5833088099123,0.612,0.725,0.48,48,0.03233333333333333,0.016041675475286774,140,3880.0,87,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r7,2025-12-19T05:57:52.434679
1981.4296845389015,0.4775,1.0166666666666666,0.59,59,0.043541666666666666,0.021974873499888664,191,5225.0,122,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r8,2025-12-19T05:58:11.016481
1863.3386634469923,0.46049999999999996,1.0166666666666666,0.64,64,0.044958333333333336,0.024127837958433634,198,5395.0,122,0.4,24,1.0,0.05,1000,120,2,100,500,-500,sweep_120bees_100plants_r9,2025-12-19T05:58:28.542447
2259.398424503873,0.05500000000000001,0.125,1.0,10,0.007875,0.003485441042444394,30,945.0,15,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r0,2025-12-19T05:05:54.737324
2243.2396389069995,0.0,0.15833333333333333,1.0,10,0.008333333333333333,0.0037148654066195452,32,1000.0,19,0.4,24,1.0,0.05,1000,120,2,10,500,-500,sweep_120bees_10plants_r1,2025-12-19T05:05:57.265437
